age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
0.428571429,4,1,2,0,0.169357035,1,0,2,0.133333333,8,0.068320455,0,0,0,1,0
0.506493506,9,0,1,0,0.073375338,1,0,2,0.133333333,8,0.049206995,0,0,0,1,0
0.090909091,1,1,1,0,0.072739818,1,0,2,0.133333333,8,0.074217161,0,0,0,1,0
0.454545455,9,1,1,0,0.072776133,0,0,2,0.133333333,8,0.338755592,0,0,0,1,0
0.233766234,0,0,1,0,0.077397273,1,0,2,0.133333333,8,0.117324115,0,0,0,1,0
0.246753247,0,2,1,0,0.07280337,1,0,2,0.133333333,8,0.027856852,0,0,0,1,0
0.337662338,7,0,1,0,0.096281299,1,0,2,0.133333333,8,0.03253355,0,0,0,1,0
0.415584416,4,1,1,0,0.073248234,1,0,2,0.133333333,8,0.036600244,0.016129032,0,0,1,0
0.545454545,1,1,3,0,0.073747571,1,0,2,0.133333333,8,0.004473363,0,0,0,1,0
0.467532468,5,1,1,0,0.077606086,1,0,2,0.133333333,8,0.303375356,0,0,0,1,0
0.519480519,5,1,3,0,0.073674941,1,0,2,0.133333333,8,0.125254168,0,0,0,1,0
0.233766234,0,2,0,0,0.071250885,1,0,2,0.133333333,8,0.049206995,0,0,0,1,0
0.519480519,6,1,2,0,0.069498665,1,0,2,0.133333333,8,0.072183815,0,0,0,1,0
0.337662338,9,1,1,0,0.07280337,1,0,2,0.133333333,8,0.045750305,0.016129032,0,0,1,0
0.480519481,9,0,1,0,0.07280337,0,0,2,0.133333333,8,0.03253355,0,0,0,1,0
0.142857143,4,2,2,0,0.07280337,1,0,2,0.133333333,8,0.073810492,0,0,0,1,0
0.467532468,1,1,1,0,0.084524177,1,0,2,0.133333333,8,0.054087027,0,0,0,1,0
0.38961039,4,0,2,0,0.070588128,1,0,2,0.133333333,8,0.051443676,0,0,0,1,0
0.181818182,4,1,2,0,0.07280337,1,0,2,0.133333333,8,0.036396909,0,0,0,1,0
0.311688312,0,2,1,0,0.072113377,1,0,2,0.133333333,8,0.1600244,0,0,0,1,0
0.077922078,9,2,1,0,0.071868248,1,1,2,0.133333333,8,0.02948353,0,0,0,1,0
0.25974026,2,2,2,0,0.075009533,0,1,2,0.133333333,8,0.035380236,0,0,0,1,0
0.25974026,4,2,2,0,0.076652806,1,0,2,0.133333333,8,0.021146808,0,0,0,1,0
0.376623377,1,1,3,0,0.075581501,1,0,2,0.133333333,8,0.002643351,0,0,0,1,0
0.285714286,1,2,3,0,0.073021263,1,0,2,0.133333333,8,0.037616917,0,0,0,1,0
0.363636364,7,1,0,0,0.074428486,1,0,2,0.133333333,8,0.361529077,0,0,0,1,0
0.181818182,0,1,2,0,0.07280337,1,0,2,0.133333333,8,0.028060187,0,0,0,1,0
0.454545455,9,0,1,0,0.081782362,1,0,2,0.133333333,8,0.165107767,0,0,0,1,0
0.506493506,1,1,0,0,0.075064006,1,0,2,0.133333333,8,0.033346889,0,0,0,1,0
0.194805195,7,1,1,0,0.079975669,1,0,2,0.133333333,8,0.079503863,0,0,0,1,0
0.402597403,1,1,3,0,0.074201514,1,0,2,0.133333333,8,0.072590484,0,0,0,1,0
0.428571429,4,1,2,0,0.132088319,1,0,2,0.133333333,8,0.018503457,0,0,0,1,0
0.545454545,5,1,2,0,0.073711256,0,0,2,0.133333333,8,0.107360716,0,0,0,1,0
0.532467532,4,0,2,0,0.073339023,1,0,2,0.133333333,8,0.05551037,0,0,0,1,0
0.480519481,9,1,1,0,0.083743395,1,0,2,0.133333333,8,0.032126881,0.016129032,0,0,1,0
0.220779221,1,2,1,0,0.183774263,1,1,2,0.133333333,8,0.03599024,0,0,0,1,0
0.506493506,1,1,1,0,0.126686398,1,1,2,0.133333333,8,0.05246035,0,0,0,1,0
0.168831169,7,1,1,0,0.073030342,1,1,2,0.133333333,8,0.034973566,0,0,0,1,0
0.467532468,4,1,1,0,0.075363608,1,1,2,0.133333333,8,0.031313542,0,0,0,1,0
0.480519481,1,1,0,0,0.073012184,1,0,2,0.133333333,8,0.059170394,0,0,0,1,0
0.324675325,9,1,1,0,0.09038912,1,0,2,0.133333333,8,0.036803579,0,0,0,1,0
0.454545455,9,1,1,0,0.076289652,1,0,2,0.133333333,8,0.035786905,0,0,0,1,0
0.337662338,1,1,1,0,0.078087266,0,1,2,0.133333333,8,0.042903619,0,0,0,1,0
0.480519481,7,0,1,0,0.073629546,0,0,2,0.133333333,8,0.070963806,0,0,0,1,0
0.402597403,7,0,1,0,0.07280337,1,1,2,0.133333333,8,0.055307035,0,0,0,1,0
0.480519481,7,0,1,1,0.072812449,1,0,2,0.133333333,8,0.042293615,0,0,0,1,0
0.350649351,0,2,1,0,0.074673615,1,0,2,0.133333333,8,0.039243595,0,0,0,1,0
0.376623377,7,0,1,0,0.074292303,0,0,2,0.133333333,8,0.043106954,0,0,0,1,0
0.311688312,9,2,1,0,0.079067783,1,0,2,0.133333333,8,0.004066694,0,0,0,1,0
0.532467532,0,1,1,0,0.094075137,1,0,2,0.133333333,8,0.211874746,0,0,0,1,1
0.363636364,6,1,2,0,0.074047174,1,1,2,0.133333333,8,0.050020333,0,0,0,1,0
0.428571429,1,1,0,0,0.074374013,1,0,2,0.133333333,8,0.10756405,0.016129032,0,0,1,0
0.493506494,0,1,1,0,0.073211919,0,0,2,0.133333333,8,0.298291989,0,0,0,1,1
0.298701299,9,1,1,0,0.084333521,1,0,2,0.133333333,8,0.282431883,0,0,0,1,1
0.363636364,4,0,1,0,0.072948632,1,1,2,0.133333333,8,0.038226922,0.016129032,0,0,1,0
0.506493506,5,1,1,0,0.077215696,1,0,2,0.133333333,8,0.036600244,0.016129032,0,0,1,0
0.311688312,4,2,1,0,0.073257313,0,0,2,0.133333333,8,0.009760065,0,0,0,1,0
0.155844156,9,1,1,0,0.074183357,1,1,2,0.133333333,8,0.043310289,0.016129032,0,0,1,0
0.545454545,0,1,1,0,0.075436239,1,0,2,0.133333333,8,0.118544124,0,0,0,1,0
0.545454545,1,1,3,0,0.073293628,1,0,2,0.133333333,8,0.044936966,0,0,0,1,0
0.506493506,2,0,1,0,0.072467452,0,0,2,0.133333333,8,0.035176901,0,0,0,1,0
0.233766234,4,1,2,0,0.073720335,1,1,2,0.133333333,8,0.086620577,0,0,0,1,0
0.480519481,1,1,1,0,0.076280573,0,0,2,0.133333333,8,0.058357056,0,0,0,1,0
0.545454545,5,1,2,0,0.073538758,1,0,2,0.133333333,8,0.020536804,0,0,0,1,0
0.272727273,9,1,1,0,0.07280337,1,0,2,0.133333333,8,0.041276942,0,0,0,1,0
0.363636364,4,1,2,0,0.074882429,1,0,2,0.133333333,8,0.040056934,0,0,0,1,0
0.337662338,1,1,1,0,0.066684219,1,0,2,0.133333333,8,0.052257015,0,0,0,1,0
0.454545455,1,1,0,0,0.073620467,0,0,2,0.133333333,8,0.025213501,0,0,0,1,0
0.441558442,1,1,0,0,0.073965464,1,0,2,0.133333333,8,0.046563644,0,0,0,1,0
0.532467532,1,1,0,0,0.074428486,1,0,2,0.133333333,8,0.011183408,0.032258065,0,0,1,0
0.116883117,9,2,2,0,0.07280337,1,0,2,0.133333333,8,0.081333876,0,0,0,1,0
0.337662338,1,1,1,0,0.073293628,1,0,2,0.133333333,8,0.040056934,0,0,0,1,0
0.376623377,9,1,2,0,0.074174278,1,0,2,0.133333333,8,0.038633591,0,0,0,1,0
0.207792208,0,1,1,0,0.07335718,0,1,2,0.133333333,8,0.004270028,0,0,0,1,0
0.532467532,5,2,1,0,0.073075736,1,0,2,0.133333333,8,0.10451403,0,0,0,1,0
0.350649351,4,1,2,0,0.077551613,1,0,2,0.133333333,8,0.172631151,0.016129032,0,0,1,0
0.142857143,7,0,1,0,0.073084815,1,0,2,0.133333333,8,0.03944693,0,0,0,1,0
0.363636364,9,0,1,0,0.0735206,0,0,2,0.133333333,8,0.029280195,0,0,0,1,0
0.493506494,6,1,0,0,0.072494689,1,1,2,0.133333333,8,0.043106954,0.016129032,0,0,1,0
0.233766234,1,1,0,0,0.076870699,1,0,2,0.133333333,8,0.058153721,0,0,0,1,0
0.532467532,5,0,0,0,0.073538758,1,0,2,0.133333333,8,0.021756812,0,0,0,1,0
0.337662338,1,1,1,0,0.074110726,1,0,2,0.133333333,8,0.050223668,0.016129032,0,0,1,0
0.298701299,0,1,1,0,0.07599005,1,0,2,0.133333333,8,0.105327369,0,0,0,1,0
0.194805195,4,2,2,0,0.072195087,1,0,2,0.133333333,8,0.074013827,0,0,0,1,0
0.532467532,4,0,2,0,0.075182031,0,0,2,0.133333333,8,0.036193575,0,0,0,1,0
0.506493506,9,1,0,0,0.07280337,0,0,2,0.133333333,8,0.0199268,0,0,0,1,0
0.493506494,9,0,3,0,0.073311786,1,0,2,0.133333333,8,0.089263928,0,0,0,1,0
0.428571429,1,1,1,0,0.07303942,1,0,2,0.133333333,8,0.01606344,0,0,0,1,0
0.207792208,0,1,3,0,0.072830607,1,0,2,0.133333333,8,0.024400163,0.032258065,0,0,1,0
0.324675325,7,1,1,0,0.073175603,1,1,2,0.133333333,8,0.025823505,0.016129032,0,0,1,0
0.441558442,9,1,2,0,0.072866922,0,1,2,0.133333333,8,0.035583571,0,0,0,1,0
0.194805195,9,2,1,0,0.07375665,1,0,2,0.133333333,8,0.053273688,0.016129032,0,0,1,0
0.142857143,0,2,1,0,0.080229877,1,1,2,0.133333333,8,0.012403416,0,0,0,1,0
0.207792208,7,1,1,0,0.072658108,1,1,2,0.133333333,8,0.015860106,0,0,0,1,0
0.168831169,1,1,1,0,0.07280337,1,0,2,0.133333333,8,0.029076861,0,0,0,1,0
0.480519481,7,1,1,0,0.095282625,1,0,2,0.133333333,8,0.117730785,0,0,0,1,1
0.480519481,4,1,3,0,0.083561818,0,0,2,0.133333333,8,0.137657584,0,0,0,1,0
0.181818182,0,2,1,0,0.074773482,1,0,2,0.133333333,8,0.070150468,0,0,0,1,0
0.25974026,9,2,1,0,0.088101247,1,0,2,0.133333333,8,0.037616917,0,0,0,1,0
0.480519481,0,2,1,0,0.080084615,1,1,2,0.133333333,8,0.020333469,0.016129032,0,0,1,0
0.12987013,10,2,2,0,0.07280337,1,0,2,0.133333333,8,0.025416836,0.016129032,0,0,1,0
0.064935065,1,1,1,0,0.073656783,1,0,2,0.133333333,8,0.039243595,0,0,0,1,0
0.181818182,9,2,1,0,0.07280337,1,0,2,0.133333333,8,0.027653518,0,0,0,1,0
0.324675325,7,2,3,0,0.07280337,0,0,2,0.133333333,8,0.014843432,0,0,0,1,0
0.181818182,1,1,1,0,0.07749714,1,0,2,0.133333333,8,0.107360716,0,0,0,1,0
0.363636364,1,1,1,0,0.075209268,1,0,2,0.133333333,8,0.110004067,0,0,0,1,0
0.454545455,3,0,0,0,0.08140105,1,0,2,0.133333333,8,0.033143554,0,0,0,1,0
0.207792208,6,2,1,0,0.072830607,1,0,2,0.133333333,8,0.061203741,0,0,0,1,0
0.506493506,10,1,2,0,0.073184682,0,0,2,0.133333333,8,0.009353396,0,0,0,1,0
0.246753247,1,1,1,0,0.073139288,1,0,2,0.133333333,8,0.041480277,0,0,0,1,0
0.532467532,1,1,1,0,0.073320865,1,0,2,0.133333333,8,0.0199268,0,0,0,1,0
0.194805195,7,1,1,0,0.073003105,1,0,2,0.133333333,8,0.014436763,0,0,0,1,0
0.493506494,1,0,0,0,0.072876001,1,0,2,0.133333333,8,0.031923546,0.016129032,0,0,1,0
0.38961039,10,1,1,0,0.075463476,1,0,2,0.133333333,8,0.049410329,0,0,0,1,0
0.324675325,7,1,0,0,0.072830607,1,0,2,0.133333333,8,0.037820252,0.016129032,0,0,1,0
0.467532468,1,1,0,0,0.075962813,1,0,2,0.133333333,8,0.117730785,0.016129032,0,0,1,0
0.428571429,1,1,3,0,0.072630872,1,0,2,0.133333333,8,0.033143554,0.016129032,0,0,1,0
0.103896104,8,2,1,0,0.07280337,1,0,2,0.133333333,8,0.12403416,0.016129032,0,0,1,0
0.285714286,4,1,2,0,0.072767055,1,0,2,0.133333333,8,0.413379423,0,0,0,1,0
0.272727273,4,1,1,0,0.07296679,1,0,2,0.133333333,8,0.017283449,0,0,0,1,0
0.415584416,9,1,0,0,0.074065331,0,0,2,0.133333333,8,0.023180155,0.016129032,0,0,1,0
0.298701299,7,1,1,0,0.07280337,1,0,2,0.133333333,8,0.023180155,0.016129032,0,0,1,0
0.428571429,1,1,3,0,0.089898862,1,0,2,0.133333333,8,0.011590077,0,0,0,1,0
0.545454545,5,0,1,0,0.074764404,1,0,2,0.133333333,8,0.048393656,0,0,0,1,0
0.441558442,1,1,1,0,0.079903038,1,0,2,0.133333333,8,0.018910126,0.032258065,0,0,1,0
0.38961039,1,1,1,0,0.081010659,1,0,2,0.133333333,8,0.02602684,0.016129032,0,0,1,0
0.38961039,7,1,3,0,0.088282825,1,0,2,0.133333333,8,0.021756812,0,0,0,1,0
0.272727273,9,2,2,0,0.073230076,1,0,2,0.133333333,8,0.036803579,0,0,0,1,0
0.376623377,7,2,1,0,0.074401249,1,0,2,0.133333333,8,0.061610411,0.016129032,0,0,1,0
0.285714286,1,1,1,0,0.083924972,1,0,2,0.133333333,8,0.113460756,0.064516129,0,0,1,0
0.350649351,9,1,1,0,0.073584152,1,0,2,0.133333333,8,0.054900366,0,0,0,1,0
0.103896104,0,2,1,0,0.073547837,1,0,2,0.133333333,8,0.046360309,0,0,0,1,0
0.441558442,4,1,2,0,0.075263741,1,0,2,0.133333333,8,0.020130134,0,0,0,1,0
0.467532468,9,1,1,0,0.085314038,1,0,2,0.133333333,8,0.048800325,0,0,0,1,0
0.467532468,0,1,2,0,0.07447388,0,0,2,0.133333333,8,0.136844246,0.016129032,0,0,1,1
0.415584416,1,1,0,0,0.07280337,0,0,2,0.133333333,8,0.047376983,0.032258065,0,0,1,0
0.220779221,1,1,1,0,0.07280337,1,0,2,0.133333333,8,0.214721431,0,0,0,1,0
0.337662338,7,1,1,0,0.085123382,1,1,2,0.133333333,8,0.050833672,0,0,0,1,0
0.454545455,2,1,3,0,0.072975868,1,0,2,0.133333333,8,0.051240342,0,0,0,1,0
0.220779221,5,2,0,0,0.076743595,0,0,2,0.133333333,8,0.028060187,0,0,0,1,0
0.545454545,0,0,1,0,0.073638625,1,0,2,0.133333333,8,0.02643351,0,0,0,1,0
0.454545455,0,0,1,0,0.083253137,1,0,2,0.133333333,8,0.083773892,0,0,0,1,0
0.38961039,10,1,1,0,0.073175603,1,0,2,0.133333333,8,0.036396909,0.016129032,0,0,1,0
0.207792208,9,1,1,0,0.073266392,1,0,2,0.133333333,8,0.003863359,0.016129032,0,0,1,0
0.467532468,7,1,1,0,0.074746246,1,0,2,0.133333333,8,0.093127288,0.016129032,0,0,1,0
0.428571429,4,1,1,0,0.083343925,1,0,2,0.133333333,8,0.145790972,0,0,0,1,0
0.168831169,7,1,2,0,0.073139288,1,0,2,0.133333333,8,0.063643758,0,0,0,1,0
0.220779221,9,0,1,0,0.079948432,1,0,2,0.133333333,8,0.138877593,0.016129032,0,0,1,0
0.220779221,7,1,1,0,0.073339023,1,0,2,0.133333333,8,0.21899146,0,0,0,1,0
0.25974026,9,1,1,0,0.075100321,1,0,2,0.133333333,8,0.084587231,0,0,0,1,0
0.233766234,0,1,2,0,0.074719009,1,0,2,0.133333333,8,0.029686865,0.016129032,0,0,1,0
0.519480519,5,1,0,0,0.074936902,1,0,2,0.133333333,8,0.033956893,0,0,0,1,0
0.285714286,7,0,3,0,0.112605088,1,0,2,0.133333333,8,0.064050427,0,0,0,1,0
0.467532468,4,1,1,0,0.109845115,0,0,2,0.133333333,8,0.028466856,0,0,0,1,0
0.207792208,1,2,1,0,0.07328455,1,1,2,0.133333333,8,0.070353802,0,0,0,1,0
0.168831169,4,2,2,0,0.07280337,1,0,2,0.133333333,8,0.114274095,0,0,0,1,0
0.428571429,5,1,1,0,0.092114103,1,0,2,0.133333333,8,0.034973566,0,0,0,1,0
0.194805195,4,1,2,0,0.0762261,1,0,2,0.133333333,8,0.044123627,0,0,0,1,0
0.480519481,4,1,2,0,0.073466127,1,0,2,0.133333333,8,0.028873526,0.016129032,0,0,1,0
0.311688312,0,1,1,0,0.076843462,1,0,2,0.133333333,8,0.013623424,0,0,0,1,0
0.207792208,1,1,1,0,0.075009533,1,0,2,0.133333333,8,0.059170394,0,0,0,1,0
0.194805195,1,2,1,0,0.07559058,1,0,2,0.133333333,8,0.062830419,0.016129032,0,0,1,0
0.25974026,7,1,1,0,0.074210593,1,0,2,0.133333333,8,0.050427003,0,0,0,1,0
0.415584416,9,0,2,0,0.074374013,0,1,2,0.133333333,8,0.0199268,0,0,0,1,0
0.324675325,4,1,2,0,0.076434914,1,0,2,0.133333333,8,0.05205368,0,0,0,1,0
0.558441558,1,0,0,0,0.085767981,1,0,2,0.133333333,8,0.016673444,0.016129032,0,0,1,0
0.376623377,0,1,1,0,0.07479164,1,0,2,0.133333333,8,0.117324115,0,0,0,1,0
0.38961039,6,1,2,0,0.072866922,1,0,2,0.133333333,8,0.058153721,0,0,0,1,0
0.337662338,1,1,1,0,0.078023714,1,0,2,0.133333333,8,0.096990647,0,0,0,1,0
0.220779221,8,2,3,0,0.07550887,1,0,2,0.133333333,8,0.124237495,0.016129032,0,0,1,0
0.220779221,7,1,1,0,0.07280337,1,0,2,0.133333333,8,0.095770638,0,0,0,1,0
0.415584416,7,1,1,0,0.124543787,1,0,2,0.133333333,8,0.077470516,0.016129032,0,0,1,0
0.298701299,4,1,2,0,0.074401249,1,1,2,0.133333333,8,0.008540057,0,0,0,1,0
0.298701299,4,1,2,0,0.07749714,1,0,2,0.133333333,8,0.051037007,0,0,0,1,0
0.272727273,7,2,3,0,0.075136637,1,0,2,0.133333333,8,0.082960553,0,0,0,1,0
0.311688312,5,1,1,0,0.073311786,1,0,2,0.133333333,8,0.043716958,0,0,0,1,0
0.25974026,1,1,1,0,0.069262615,1,0,2,0.133333333,8,0.058357056,0,0,0,1,0
0.454545455,5,1,1,0,0.075799394,1,0,2,0.133333333,8,0.043920293,0.016129032,0,0,1,0
0.532467532,3,0,0,0,0.074573748,0,0,2,0.133333333,8,0.074420496,0.016129032,0,0,1,0
0.233766234,7,1,1,0,0.075536107,1,0,2,0.133333333,8,0.042700285,0,0,0,1,0
0.467532468,1,1,0,0,0.072431137,1,0,2,0.133333333,8,0.05856039,0,0,0,1,0
0.285714286,9,1,2,0,0.077188459,1,0,2,0.133333333,8,0.034160228,0,0,0,1,0
0.376623377,11,1,3,0,0.073057578,0,0,2,0.133333333,8,0.068727125,0.016129032,0,0,1,0
0.454545455,10,1,3,0,0.072921395,0,0,2,0.133333333,8,0.083367222,0.032258065,0,0,1,0
0.363636364,3,1,0,0,0.081564469,0,0,2,0.133333333,8,0.03599024,0,0,0,1,0
0.272727273,4,1,2,0,0.076235179,1,1,2,0.133333333,8,0.025823505,0.016129032,0,0,1,0
0.285714286,10,1,1,0,0.07479164,1,0,2,0.133333333,8,0.072590484,0,0,0,1,0
0.12987013,1,1,0,0,0.07574492,1,0,2,0.133333333,8,0.035583571,0,0,0,1,0
0.220779221,2,0,1,0,0.072176929,1,0,2,0.133333333,8,0.061000407,0,0,0,1,0
0.480519481,5,1,1,0,0.07280337,0,1,2,0.133333333,8,0.027653518,0,0,0,1,0
0.324675325,9,0,3,0,0.074664536,1,0,2,0.133333333,8,0.288531924,0,0,0,1,0
0.38961039,1,1,0,0,0.075327293,1,0,2,0.133333333,8,0.025416836,0.016129032,0,0,1,0
0.519480519,4,1,3,0,0.082472355,1,0,2,0.133333333,8,0.043310289,0.032258065,0,0,1,0
0.194805195,4,2,2,0,0.073112051,1,0,2,0.133333333,8,0.005490037,0,0,0,1,0
0.233766234,1,1,3,0,0.082181831,0,0,2,0.133333333,8,0.048393656,0.016129032,0,0,1,0
0.454545455,7,0,1,0,0.086122056,1,0,2,0.133333333,8,0.025213501,0,0,0,1,0
0.376623377,1,1,0,0,0.072694424,1,0,2,0.133333333,8,0.003660024,0,0,0,1,0
0.168831169,7,1,1,0,0.076325967,1,0,2,0.133333333,8,0.148434323,0.016129032,0,0,1,0
0.506493506,2,1,1,0,0.075472555,1,0,2,0.133333333,8,0.151687678,0.016129032,0,0,1,0
0.454545455,1,1,3,0,0.089390445,0,0,2,0.133333333,8,0.024603497,0,0,0,1,0
0.480519481,1,1,0,0,0.078495815,1,0,2,0.133333333,8,0.050223668,0,0,0,1,0
0.350649351,1,1,0,0,0.073030342,1,0,2,0.133333333,8,0.008133388,0,0,0,1,0
0.454545455,0,0,1,0,0.075663211,1,0,2,0.133333333,8,0.036803579,0.016129032,0,0,1,0
0.246753247,1,1,0,0,0.07280337,1,0,2,0.133333333,8,0.01606344,0,0,0,1,0
0.337662338,0,0,1,0,0.073402575,1,0,2,0.133333333,8,0.041886946,0,0,0,1,0
0.402597403,1,0,0,0,0.07272166,1,1,2,0.133333333,8,0.079097194,0,0,0,1,0
0.363636364,9,1,1,0,0.075971892,1,1,2,0.133333333,8,0.025823505,0,0,0,1,0
0.324675325,2,1,3,0,0.073711256,1,0,2,0.133333333,8,0.142740952,0,0,0,1,0
0.25974026,0,1,1,0,0.07280337,0,0,2,0.133333333,8,0.030703538,0,0,0,1,0
0.324675325,9,1,1,0,0.076743595,1,0,2,0.133333333,8,0.023790159,0,0,0,1,0
0.402597403,4,1,2,0,0.102191637,1,0,2,0.133333333,8,0.047173648,0.032258065,0,0,1,0
0.311688312,4,1,3,0,0.075300056,0,0,2,0.133333333,8,0.082960553,0.016129032,0,0,1,0
0.051948052,1,2,1,0,0.07280337,1,0,2,0.133333333,8,0.036396909,0.016129032,0,0,1,0
0.285714286,4,1,2,0,0.074682694,1,0,2,0.133333333,8,0.007930053,0,0,0,1,0
0.272727273,1,1,1,0,0.077188459,1,0,2,0.133333333,8,0.057340382,0,0,0,1,0
0.428571429,7,1,1,0,0.093212645,1,0,2,0.133333333,8,0.145180968,0.016129032,0,0,1,0
0.402597403,0,1,1,0,0.076689122,1,0,2,0.133333333,8,0.010166734,0,0,0,1,0
0.454545455,1,1,1,0,0.07280337,1,1,2,0.133333333,8,0.036803579,0,0,0,1,0
0.207792208,7,2,1,0,0.07280337,1,0,2,0.133333333,8,0.028873526,0,0,0,1,0
0.194805195,9,0,1,0,0.07407441,1,0,2,0.133333333,8,0.046156974,0,0,0,1,0
0.415584416,4,2,2,0,0.075499791,1,0,2,0.133333333,8,0.024196828,0,0,0,1,0
0.272727273,1,1,0,0,0.075336372,1,0,2,0.133333333,8,0.073403823,0,0,0,1,0
0.532467532,2,0,1,0,0.080983422,1,0,2,0.133333333,8,0.014843432,0.032258065,0,0,1,0
0.155844156,9,2,1,0,0.096163274,1,0,2,0.133333333,8,0.013623424,0.016129032,0,0,1,0
0.233766234,7,1,1,0,0.074101647,1,1,2,0.133333333,8,0.071167141,0,0,0,1,0
0.285714286,1,1,1,0,0.077115828,1,0,2,0.133333333,8,0.067507117,0.016129032,0,0,1,0
0.454545455,1,1,1,0,0.07343889,1,0,2,0.133333333,8,0.124237495,0.016129032,0,0,1,0
0.207792208,4,2,2,0,0.075690447,1,0,2,0.133333333,8,0.02297682,0.016129032,0,0,1,0
0.246753247,9,1,1,0,0.075300056,1,0,2,0.133333333,8,0.026840179,0,0,0,1,0
0.311688312,4,0,2,0,0.079539883,1,0,2,0.133333333,8,0.011793412,0.032258065,0,0,1,0
0.298701299,2,1,0,0,0.074945981,1,0,2,0.133333333,8,0.030703538,0,0,0,1,0
0.155844156,8,2,2,0,0.073030342,1,0,2,0.133333333,8,0.018096787,0.016129032,0,0,1,0
0.246753247,4,2,2,0,0.078250685,1,0,2,0.133333333,8,0.030906873,0,0,0,1,0
0.272727273,0,0,1,0,0.069634848,1,0,2,0.133333333,8,0.124237495,0.016129032,0,0,1,0
0.298701299,1,1,0,0,0.074464801,1,1,2,0.133333333,8,0.022366816,0.016129032,0,0,1,0
0.285714286,1,1,0,0,0.07280337,1,0,2,0.133333333,8,0.094143961,0,0,0,1,0
0.311688312,4,2,2,0,0.07280337,1,1,2,0.133333333,8,0.114274095,0.016129032,0,0,1,1
0.285714286,1,0,0,0,0.07280337,1,0,2,0.133333333,8,0.195607971,0,0,0,1,0
